geo_value,time_value,value,stderr,sample_size
42073,20200608,1.439463,,
42073,20200609,1.390444,,
42073,20200610,1.380462,,
42073,20200611,1.198831,,
42075,20200201,0.0,,
42075,20200202,0.0,,
42075,20200203,0.0,,
42075,20200204,0.0,,
42075,20200205,0.0,,
42075,20200206,0.0,,
42075,20200207,0.0,,
42075,20200208,0.0,,
42075,20200209,0.0,,
42075,20200210,0.0,,
42075,20200211,0.0,,
42075,20200212,0.0,,
42075,20200213,0.0,,
42075,20200214,0.0,,
42075,20200215,0.0,,
42075,20200216,0.0,,
42075,20200217,0.0,,
42075,20200218,0.0,,
42075,20200219,0.0,,
42075,20200220,0.0,,
42075,20200221,0.0,,
42075,20200222,0.0,,
42075,20200223,0.0,,
42075,20200224,0.050365,,
42075,20200225,0.094329,,
42075,20200226,0.134444,,
42075,20200227,0.163079,,
42075,20200228,0.192007,,
42075,20200229,0.220923,,
42075,20200301,0.257784,,
42075,20200302,0.281501,,
42075,20200303,0.224652,,
42075,20200304,0.170648,,
42075,20200305,0.121523,,
42075,20200306,0.078751,,
42075,20200307,0.043199,,
42075,20200308,0.015139,,
42075,20200309,0.0,,
42075,20200310,0.0,,
42075,20200311,0.0,,
42075,20200312,0.0,,
42075,20200313,0.0,,
42075,20200314,0.06813,,
42075,20200315,0.156059,,
42075,20200316,0.323659,,
42075,20200317,0.645955,,
42075,20200318,0.93001,,
42075,20200319,1.568344,,
42075,20200320,2.255755,,
42075,20200321,2.968323,,
42075,20200322,3.779646,,
42075,20200323,4.593438,,
42075,20200324,4.973639,,
42075,20200325,5.182135,,
42075,20200326,5.610809,,
42075,20200327,5.593698,,
42075,20200328,5.499489,,
42075,20200329,5.483213,,
42075,20200330,5.360557,,
42075,20200331,5.223877,,
42075,20200401,5.030363,,
42075,20200402,4.786017,,
42075,20200403,4.308832,,
42075,20200404,3.725816,,
42075,20200405,3.242953,,
42075,20200406,2.780624,,
42075,20200407,2.298975,,
42075,20200408,1.875082,,
42075,20200409,1.691101,,
42075,20200410,1.277662,,
